few clouds,270.72,265.8,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:29:33
few clouds,270.72,265.8,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:30:04
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:30:34
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:31:35
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:33:06
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:33:37
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:34:07
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:34:37
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:35:08
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:35:38
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:36:09
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:36:39
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:37:40
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:38:10
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:38:41
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:39:11
few clouds,270.7,265.78,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:39:42
few clouds,270.69,265.77,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:40:12
few clouds,270.69,265.77,269.82,272.04,1021,74,3.09,1612884667,1612920145,Vancouver,2021-02-09 08:40:42
